SINONIMIA,MEDICAMENTO
SASSAPARILLA                                      ,SARSAPARILLA
SAW PALMETTO                                      ,SABAL SERRULATA
SAXIFRAGA GRANULATA                               ,SAXIFRAGA
SCABIESINUM                                       ,PSORINUM
SCANDIUM                                          ,SCANDIUM METALLICUM
SCANDIUM CHLORATUM                                ,SCANDIUM MURIATICUM
SCANDIUM FLUOR                                    ,SCANDIUM FLUORATUM
SCANDIUM MET                                      ,SCANDIUM METALLICUM
SCANDIUM NIT                                      ,SCANDIUM NITRICUM
SCATOLUM                                          ,SKATOL
SCHINUS TEREBINTHIFOLIA                           ,SCHINUS AROEIRA
SCHOENOCAULON OFFICINALE                          ,SABADILLA OFFICINALIS
SCILLA                                            ,SCILLA MARITIMA
SCILLA MAR                                        ,SCILLA MARITIMA
SCILLA NUTANS                                     ,AGRAPHIS NUTANS
SCILLA VULGARIS                                   ,SCILLA MARITIMA
SCLEROTIUM CLAVUS                                 ,SECALE CORNUTUM
SCOLOPENDRA MORSITANS                             ,SCOLOPENDRA
SCOLOPENDRIUM OFFICINALE                          ,SCOLOPENDRIUM
SCOLOPENDRIUM VULGARE                             ,SCOLOPENDRIUM
SCORDIUM                                          ,TEUCRIUM SCORODONIA
SCORODOSMA FOETIDUM                               ,ASA FOETIDA
SCORPIO                                           ,SCORPIO EUROPAEUS
SCORPIO ANDROCTANUS                               ,ANDROCTONUS AMOREUXII HEBRAEUS
SCORPIO EUROP                                     ,SCORPIO EUROPAEUS
SCORPIO HEBRAEUS                                  ,ANDROCTONUS AMOREUXII HEBRAEUS
SCORPIO PALMATUS                                  ,SCORPIO EUROPAEUS
SCROPHULARIA LANCEOLATA                           ,SCROPHULARIA NODOSA
SCROPHULARIA NOD                                  ,SCROPHULARIA NODOSA
SCUTELLARIA                                       ,SCUTELLARIA LATERIFLORA
SCUTELLARIA LAT                                   ,SCUTELLARIA LATERIFLORA
SCYTALE ANOMODYSTES                               ,LACHESIS TRIGONOCEPHALUS
SEA - GULL                                        ,LARUS ARGENTATUS
SECALE                                            ,SECALE CORNUTUM
SECALE CLAVATUM                                   ,SECALE CORNUTUM
SECALE CORN                                       ,SECALE CORNUTUM
SECALE CORNICULATUM                               ,SECALE CORNUTUM
SECALE LUXURIANS                                  ,SECALE CORNUTUM
SECALE MATERNUM                                   ,SECALE CORNUTUM
SECALE TEMULENTUM                                 ,SECALE CORNUTUM
SECALE TURGIDUM                                   ,SECALE CORNUTUM
SECALIS MATER                                     ,SECALE CORNUTUM
SECRETINUM                                        ,SECRETINA
SEDALATINUM                                       ,ANTIPYRINUM
SEDUM                                             ,SEDUM ACRE
SEDUM ALPESTRE                                    ,SEDUM REPENS
SEIO ESFENOIDAL                                   ,SINUS ESFENOIDAL
SELENICEREUS GRAND                                ,CACTUS GRANDIFLORUS
SELENICEREUS GRANDIFLORA                          ,CACTUS GRANDIFLORUS
SELENIO GLICINA (H)                               ,SELENIO QUELADO
SELENIUM AMORPHOUS                                ,SELENIUM
SELENIUM MET                                      ,SELENIUM
SELENIUM METALLICUM                               ,SELENIUM
SEMECARPUS ANACARDIUM                             ,ANACARDIUM ORIENTALE
SEMEN ABELMOSCHI                                  ,ABELMOSCHUS
SEMEN CONTRA                                      ,CINA
SEMEN CONTRA VERMES                               ,CINA
SEMEN CYNAE                                       ,CINA
SEMEN LUMBRICORUM                                 ,CINA
SEMEN MYRISTICA                                   ,NUX MOSCHATA
SEMEN SANCTUM                                     ,CINA
SEMEN SANTOCINI                                   ,CINA
SEMEN ZEDOAIRE                                    ,CINA
SEMEN ZINAE                                       ,CINA
SEMENTINA                                         ,CINA
SEMPERVIRENS                                      ,GELSEMIUM SEMPERVIRENS
SEMPERVIVUM MINORIS                               ,SEDUM ACRE
SEMPERVIVUM TEC                                   ,SEMPERVIVUM TECTORUM
SEMPERVIVUM VERMICULARIS                          ,SEDUM ACRE
SENE (H)                                          ,CASSIA ANGUSTIFOLIA
SENECIO                                           ,SENECIO AUREUS
SENECIO CINERARIA                                 ,CINERARIA MARITIMA
SENECIO MARITIMUS                                 ,CINERARIA MARITIMA
SENEX CINERIA                                     ,CINERARIA MARITIMA
SENNA                                             ,CASSIA ANGUSTIFOLIA
SENNA ACUTIFOLIA                                  ,CASSIA ANGUSTIFOLIA
SENNA ALEXANDRINA                                 ,CASSIA ANGUSTIFOLIA
SENNA ANGUSTIFOLIA                                ,CASSIA ANGUSTIFOLIA
SEPIA OCTOPUS                                     ,SEPIA
SEPIA OFFICINALLIS                                ,SEPIA
SEPIA SUCCUS                                      ,SEPIA
SEPIA TINCTORIA                                   ,SEPIA
SEPIA VERA                                        ,SEPIA
SEPIAE SUCCUS                                     ,SEPIA
SEPSIN                                            ,PYROGENIUM
SEPSINUM                                          ,PYROGENIUM
SEPSINUM ARTIFICIALIS                             ,PYROGENIUM
SEPTISEMINUM                                      ,PYROGENIUM
SEQUOIA GIG                                       ,SEQUOIA GIGANTUM
SEQUOIADENDRON GIGANTUM                           ,SEQUOIA GIGANTUM
SERENOA SERRULATA                                 ,SABAL SERRULATA
SERJANIA CURASSAVICA                              ,PAULLINIA PINNATA
SEROTONINA                                        ,SEROTONINUM
SEROTONINUM / HISTAMINUM / PGR                    ,PGR/ HISTAMINUM/ SEROTONINUM
SERPENTARIA BRASILIENSIS                          ,CHIOCOCCA RACEMOSA
SERPYLLUM                                         ,THYMUS SERPYLLUM
SERRALHA                                          ,SONCHUS OLERACEUS
SERRATIA MARC                                     ,SERRATIA MARCRESCENS
SERRATULA SPICATA                                 ,LIATRIS SPICATA
SERRONIA JABORANDI                                ,PILOCARPUS JABORANDI
SERUM ANTICOLIBACILAR                             ,SERUM ANTICOLIBACILLAIRE
SERUM ANTICOLIBACILLAIRE DE VICENT                ,SERUM ANTICOLIBACILLAIRE
SERUM ANTICOLIBACILLINUM                          ,SERUM ANTICOLIBACILLAIRE
SERUM D'ANGUILLAE                                 ,SERUM ANGUILLAE
SERUM DE MARMOREK                                 ,MARMOREK
SERUM THYMIC FACTOR                               ,THYMULIN
SETE SANGRIAS                                     ,CUPHEA BALSAMONA
SEVADILHA                                         ,SABADILLA OFFICINALIS
SHEEPS MILK                                       ,LAC OVIS ARIES
SHEN                                              ,RIM
SHOREA CAMPHORIFERA                               ,CAMPHORA
SIBUTRAMINA (H)                                   ,SIBUTRAMINA ISOTERAPICO
SIEGESBECKIA ORIENTALIS                           ,SIEGSBECHIA ORIENTALIS
SIEGSBECHIA OR                                    ,SIEGSBECHIA ORIENTALIS
SILENE SAPONARIA                                  ,SAPONARIA OFFICINALIS
SILICA                                            ,SILICEA
SILICATO POTASSIO E ALUMINIO                      ,FELDSPATO DE ORTOCLASIO
SILICEA PURA                                      ,SILICEA
SILICEA TERRA                                     ,SILICEA
SILICIO                                           ,SILICEA
SILICIUM MET                                      ,SILICIUM METALLICUM
SILICO FLUORID CALCIUM                            ,LAPIS ALBUS
SILIDRON (NOME COMERCIAL)                         ,DIMETICONA
SILPHIUM                                          ,SILPHIUM LACINIATUM
SILPHIUM LAC                                      ,SILPHIUM LACINIATUM
SILYBUM MARIANUM                                  ,CARDUUS MARIANUS
SIMABA CEDRON                                     ,CEDRON
SIMAROUBA AMARA                                   ,SIMARUBA
SIMARUBA CEDRON                                   ,CEDRON
SIMARUBA EXCELSA                                  ,QUASSIA AMARA
SIMARUBA OFFICINALIS                              ,SIMARUBA
SIMARUBA QUASSIA                                  ,QUASSIA AMARA
SIMETICONE (H)                                    ,DIMETICONA
SINOVIA                                           ,LIQUIDO SINOVIAL
SINUS ESFENOIDE                                   ,SINUS ESFENOIDAL
SINUSITE NOSODIO                                  ,NOSODIO SINUSITE
SISSAMPELOS PAREIRA                               ,PARREIRA BRAVA
SISTEMA RET ENDOTELIAL                            ,SISTEMA RETICULO ENDOTELIAL
SISTRURUS CATENATUS TERGEMINUS                    ,SISTRURUS TERGEMINUS
SISYBRIUM NASTURTIUM                              ,NASTURTIUM OFFICINALE
SISYBRIUM OFFICINALE                              ,ERYSIMUM OFFICINALE
SISYMBRIUM AMPHIBIUM                              ,COCHLEARIA ARMORACIA
SISYMBRIUM INDICUM                                ,COCHLEARIA ARMORACIA
SIUM ALTERUM OLUSATRI FACIE                       ,CICUTA VIROSA
SIUM ERUCAEFOLIUM                                 ,CICUTA VIROSA
SIUM MAJUS ANGUSTIFOLIUM                          ,CICUTA VIROSA
SKATOLUM                                          ,SKATOL
SKOOKUM CHUCK AQUA                                ,SKOOKUM CHUCK
SMEGMADERMOS  EMARGINATUS                         ,QUILLAYA SAPONARIA
SMILAX MEDICA                                     ,SARSAPARILLA
SMILAX OFFICINALIS  (SALSAPARILHA OFF)            ,SARSAPARILLA
SMILAX PERUVIANA                                  ,SARSAPARILLA
SMILAX SARSAPARILLA                               ,SARSAPARILLA
SMILAX SYPHILITICA                                ,SARSAPARILLA
SODA CAUSTICA                                     ,NATRUM CAUSTICUM
SODA VITRIOLATA                                   ,NATRUM SULPHURICUM
SODAE ARSENIAS                                    ,NATRUM ARSENICOSUM
SODAE BORAS                                       ,BORAX VENETA
SODAE CARBONAS                                    ,NATRUM CARBONICUM
SODAE CARBONATE                                   ,NATRUM CARBONICUM
SODAE NITRAS                                      ,NATRUM NITRICUM
SODAE PHOSPHAS                                    ,NATRUM PHOSPHORICUM
SODAE SULPHAS                                     ,NATRUM SULPHURICUM
SODAE VITRIOLATA                                  ,NATRUM SULPHURICUM
SODIC CHLORIDE                                    ,NATRUM MURIATICUM
SODIC SULPHATE                                    ,NATRUM SULPHURICUM
SODII ARSENAS                                     ,NATRUM ARSENICOSUM
SODII BORAS                                       ,BORAX VENETA
SODII BROMIDUM                                    ,NATRUM BROMATUM
SODII CARBONAS                                    ,NATRUM CARBONICUM
SODII CHLORIDUM                                   ,NATRUM MURIATICUM
SODII HYPOPHOSPHIS                                ,NATRUM HYPOPHOSPHOROSUM
SODII NITRAS                                      ,NATRUM NITRICUM
SODII PHOSPHAS                                    ,NATRUM PHOSPHORICUM
SODII SALICYLAS                                   ,NATRUM SALICYLICUM
SODII SULPHAS                                     ,NATRUM SULPHURICUM
SODIUM ARSENIATE                                  ,NATRUM ARSENICOSUM
SODIUM ARSENICOSUM                                ,NATRUM ARSENICOSUM
SODIUM CARBONATE                                  ,NATRUM CARBONICUM
SODIUM CHLORIDE                                   ,NATRUM MURIATICUM
SODIUM PHOSPHATE                                  ,NATRUM PHOSPHORICUM
SODIUM SALICYLATE                                 ,NATRUM SALICYLICUM
SOJA (GRAO)                                       ,SOJA
SOLANUM ARBOREUM INDICUM MAXIMUM                  ,NUX VOMICA
SOLANUM CAROL                                     ,SOLANUM CAROLINENSE
SOLANUM CRENATO-DENTATUM                          ,SOLANUM NIGRUM
SOLANUM DULCAMARA                                 ,DULCAMARA
SOLANUM FURIOSUM                                  ,BELLADONNA
SOLANUM HORTENSE                                  ,BELLADONNA
SOLANUM INOPS                                     ,SOLANUM NIGRUM
SOLANUM JUBEBA                                    ,SOLANUM PANICULATA
SOLANUM JURIBEBA                                  ,SOLANUM PANICULATA
SOLANUM LETHALE                                   ,BELLADONNA
SOLANUM LIGNOSUM                                  ,DULCAMARA
SOLANUM MAGNUM VIRGINIANUM                        ,PHYTOLACCA DECANDRA
SOLANUM MAGUS                                     ,BELLADONNA
SOLANUM MALANOXYNON                               ,SOLANUM MALACOXYLON
SOLANUM MANIACUM                                  ,STRAMONIUM
